"Problem","Severity","Source File","Source Line","Source Column","Source Type","Source Method","Sink File","Sink Line","Sink Column","Rule","Description","URL","Category","Engine"
"1","3","/home/adam/vscode/mre-zippex-dfa/force-app/main/default/classes/SampleError.cls","6","24","SampleError","doGet","","","","InternalExecutionError","Graph Engine identified your source and sink, but you must manually verify that you have a sanitizer in this path. Then, add an engine directive to skip the path. Next, create a Github issue for the Code Analyzer team that includes the error and stack trace. After we fix this issue, check the Code Analyzer release notes for more info. Error and stacktrace: UnimplementedMethodException: ApexStringValue:charAt, vertex=MethodCallExpressionVertex{fullMethodName=hexStr.charAt, referenceVertex=LazyVertex{result=ReferenceExpression{properties={FirstChild=true, Names=[hexStr], BeginLine=150, DefiningType_CaseSafe=hexutil, LastChild=false, DefiningType=HexUtil, EndLine=150, Name_CaseSafe=hexstr, childIdx=0, BeginColumn=26, ReferenceType=METHOD, Name=hexStr}}}, chainedNames=[hexStr], properties={FirstChild=true, FullMethodName=hexStr.charAt, BeginLine=150, FullMethodName_CaseSafe=hexstr.charat, DefiningType_CaseSafe=hexutil, LastChild=false, DefiningType=HexUtil, EndLine=150, MethodName_CaseSafe=charat, childIdx=0, BeginColumn=33, MethodName=charAt}}: com.salesforce.graph.symbols.apex.ApexStringValue.apply(ApexStringValue.java:396);com.salesforce.graph.symbols.PathScopeVisitor.handleApexValueMethod(PathScopeVisitor.java:1487);com.salesforce.graph.symbols.PathScopeVisitor.afterVisit(PathScopeVisitor.java:1242);com.salesforce.graph.symbols.DefaultSymbolProviderVertexVisitor.afterVisit(DefaultSymbolProviderVertexVisitor.java:800);com.salesforce.graph.vertex.MethodCallExpressionVertex.afterVisit(MethodCallExpressionVertex.java:79);com.salesforce.graph.ops.expander.ApexPathExpander.performAfterVisit(ApexPathExpander.java:577)","https://forcedotcom.github.io/sfdx-scanner/en/v3.x/salesforce-graph-engine/rules/#ApexFlsViolationRule","InternalExecutionError","sfge"
